Feature	Gain	Cover	Frequency
ctrx_quarter	0.0748712982684432	0.00450102682821424	0.00163477863521589
ctrx_quarter_normalizado	0.0636414002244852	0.00384046709140893	0.00149690573826997
vm_status05_delta2	0.0477406776995028	0.00285691179003388	0.000575126941545831
cdescubierto_preacordado	0.0249441046311495	0.00428822377201401	0.00330501030107501
Visa_delinquency	0.0195874539069761	0.0037474956743657	0.00248959059628058
ctarjeta_visa_transacciones	0.0188987200239498	0.00518833213372082	0.00145357425637268
vm_status06_tend12	0.0153854527076409	0.00224296824225119	0.000445132495853965
ctrx_quarter_lag2	0.0135927693646465	0.00299912565968799	0.00439223657413426
cpayroll_trx_lag1	0.0102661398578491	0.00196547287100812	0.000319077275789125
cdescubierto_preacordado_lag1	0.01011483005918	0.00337448725402433	0.0025368613038049
Visa_Finiciomora_tend12	0.0101098350205682	0.00697821804538867	0.00227293318679414
vmr_msaldototal	0.00799644360375767	0.00193258318936651	0.00276139716454539
vmr_mpagospesos	0.00783847780290962	0.00255342079787486	0.00254473975505895
ctrx_quarter_lag1	0.00776421732663386	0.00151872784302219	0.00149690573826997
cpayroll_trx_lag2	0.00761769472986122	0.00302835899462229	0.0005554308134107
cdescubierto_preacordado_tend12	0.00744478106642942	0.00594626861094819	0.00111480085244843
ccomisiones_mantenimiento_tend12	0.00729760665010732	0.0067096415484352	0.00271018723139405
ctrx_quarter_delta2	0.00695792806142643	0.00560816183405122	0.0062003411369393
ctrx_quarter_delta1	0.00682923618696367	0.00332426263346176	0.00203657964917257
ctrx_quarter_normalizado_lag1	0.00680302243995512	0.00169376893310578	0.00149690573826997
ctrx_quarter_normalizado_lag2	0.00658873747025791	0.00288741556907981	0.00437647967162615
vm_status01	0.00657112611793792	0.00248514904007163	0.00115025388309166
thomebanking	0.00599248033895132	0.00319483853896487	0.0114276935440031
cproductos_delta2	0.00594373942797935	0.00232390743553682	0.00042937559334586
thomebanking_lag2	0.00584495109272206	0.00365490629761755	0.0130270191485758
cpayroll_trx_lag3	0.0058214946939143	0.00346817252234689	0.000815419704794432
ctransferencias_recibidas_tend12	0.00552068454894543	0.00639590472731751	0.011411936641495
Visa_cconsumos_tend12	0.00550290891893406	0.00466389060600849	0.0103680418503331
active_quarter	0.00530175695872094	0.00139284899568329	0.00159932560457265
