envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
117	2409000	2409000	2169000	2529000	2769000	2169000	
118	2430000	2406000	2286000	2526000	2766000	2166000	
119	2427000	2403000	2283000	2523000	2763000	2163000	
120	2448000	2400000	2280000	2520000	2880000	2160000	
121	2469000	2397000	2397000	2517000	2877000	2157000	
122	2466000	2394000	2394000	2514000	2874000	2154000	
123	2487000	2511000	2391000	2511000	2871000	2151000	
124	2484000	2508000	2388000	2508000	2868000	2148000	
125	2481000	2505000	2385000	2505000	2865000	2145000	
126	2502000	2502000	2382000	2622000	2862000	2142000	
127	2499000	2499000	2379000	2619000	2859000	2139000	
128	2496000	2496000	2376000	2616000	2856000	2136000	
129	2565000	2493000	2373000	2733000	2973000	2253000	
130	2586000	2490000	2370000	2730000	2970000	2370000	
131	2583000	2487000	2367000	2727000	2967000	2367000	
132	2604000	2484000	2364000	2724000	2964000	2484000	
133	2625000	2481000	2361000	2721000	3081000	2481000	
134	2646000	2478000	2358000	2718000	3078000	2598000	
135	2667000	2475000	2355000	2835000	3075000	2595000	
136	2688000	2592000	2352000	2832000	3072000	2592000	
137	2709000	2589000	2469000	2829000	3069000	2589000	
138	2730000	2586000	2466000	2826000	3186000	2586000	
139	2775000	2583000	2583000	2823000	3303000	2583000	
140	2772000	2580000	2580000	2820000	3300000	2580000	
141	2793000	2577000	2577000	2817000	3297000	2697000	
142	2790000	2574000	2574000	2814000	3294000	2694000	
143	2811000	2571000	2691000	2811000	3291000	2691000	
144	2832000	2568000	2688000	2928000	3288000	2688000	
145	2853000	2565000	2685000	2925000	3285000	2805000	
146	2874000	2562000	2682000	2922000	3282000	2922000	
147	2871000	2559000	2679000	2919000	3279000	2919000	
148	2868000	2556000	2676000	2916000	3276000	2916000	
149	2865000	2553000	2673000	2913000	3273000	2913000	
150	2862000	2550000	2670000	2910000	3270000	2910000	
151	2883000	2667000	2667000	2907000	3267000	2907000	
152	2904000	2664000	2664000	2904000	3384000	2904000	
153	2949000	2781000	2781000	2901000	3381000	2901000	
154	3018000	2778000	2898000	3018000	3498000	2898000	
155	3039000	2775000	2895000	3015000	3615000	2895000	
156	3060000	2772000	2892000	3012000	3612000	3012000	
157	3057000	2769000	2889000	3009000	3609000	3009000	
158	3078000	2886000	2886000	3006000	3606000	3006000	
159	3075000	2883000	2883000	3003000	3603000	3003000	
160	3096000	2880000	3e+06	3e+06	3600000	3e+06	
161	3093000	2877000	2997000	2997000	3597000	2997000	
162	3114000	2874000	3114000	2994000	3594000	2994000	
163	3135000	2871000	3111000	2991000	3711000	2991000	
164	3132000	2868000	3108000	2988000	3708000	2988000	
165	3201000	2985000	3225000	2985000	3705000	3105000	
166	3198000	2982000	3222000	2982000	3702000	3102000	
167	3195000	2979000	3219000	2979000	3699000	3099000	
168	3192000	2976000	3216000	2976000	3696000	3096000	
169	3213000	2973000	3213000	3093000	3693000	3093000	
170	3258000	2970000	3330000	3210000	3690000	3090000	
171	3327000	3087000	3447000	3327000	3687000	3087000	
172	3348000	3084000	3444000	3324000	3684000	3204000	
173	3345000	3081000	3441000	3321000	3681000	3201000	
174	3342000	3078000	3438000	3318000	3678000	3198000	
175	3363000	3075000	3435000	3435000	3675000	3195000	
176	3360000	3072000	3432000	3432000	3672000	3192000	
177	3357000	3069000	3429000	3429000	3669000	3189000	
178	3402000	3066000	3426000	3426000	3786000	3306000	
179	3423000	3063000	3423000	3543000	3783000	3303000	
180	3444000	3060000	3420000	3540000	3780000	3420000	
181	3441000	3057000	3417000	3537000	3777000	3417000	
182	3438000	3054000	3414000	3534000	3774000	3414000	
183	3483000	3171000	3531000	3531000	3771000	3411000	
184	3480000	3168000	3528000	3528000	3768000	3408000	
185	3501000	3285000	3525000	3525000	3765000	3405000	
186	3498000	3282000	3522000	3522000	3762000	3402000	
187	3519000	3279000	3639000	3519000	3759000	3399000	
188	3564000	3396000	3636000	3516000	3756000	3516000	
189	3657000	3513000	3633000	3633000	3873000	3633000	
190	3726000	3630000	3630000	3750000	3990000	3630000	
191	3747000	3627000	3627000	3747000	3987000	3747000	
192	3744000	3624000	3624000	3744000	3984000	3744000	
193	3789000	3621000	3741000	3741000	4101000	3741000	
194	3858000	3618000	3858000	3858000	4098000	3858000	
195	3879000	3615000	3855000	3855000	4095000	3975000	
196	3876000	3612000	3852000	3852000	4092000	3972000	
197	3921000	3609000	3969000	3969000	4089000	3969000	
198	3966000	3726000	3966000	3966000	4206000	3966000	
199	3987000	3723000	4083000	3963000	4203000	3963000	
200	4032000	3720000	4200000	3960000	4320000	3960000	
201	4053000	3717000	4197000	3957000	4437000	3957000	
202	4098000	3714000	4314000	4074000	4434000	3954000	
203	4119000	3831000	4311000	4071000	4431000	3951000	
204	4164000	3828000	4308000	4188000	4428000	4068000	
205	4233000	3945000	4425000	4305000	4425000	4065000	
206	4230000	3942000	4422000	4302000	4422000	4062000	
207	4227000	3939000	4419000	4299000	4419000	4059000	
208	4248000	3936000	4536000	4296000	4416000	4056000	
209	4293000	3933000	4533000	4413000	4413000	4173000	
210	4338000	4050000	4530000	4410000	4530000	4170000	
211	4359000	4047000	4527000	4527000	4527000	4167000	
212	4380000	4044000	4524000	4644000	4524000	4164000	
213	4425000	4041000	4641000	4641000	4641000	4161000	
214	4494000	4038000	4758000	4638000	4758000	4278000	
215	4539000	4155000	4875000	4635000	4755000	4275000	
216	4584000	4272000	4872000	4632000	4752000	4392000	
217	4581000	4269000	4869000	4629000	4749000	4389000	
218	4578000	4266000	4866000	4626000	4746000	4386000	
219	4575000	4263000	4863000	4623000	4743000	4383000	
220	4644000	4380000	4980000	4620000	4860000	4380000	
221	4665000	4377000	4977000	4617000	4857000	4497000	
222	4686000	4494000	4974000	4614000	4854000	4494000	
223	4683000	4491000	4971000	4611000	4851000	4491000	
224	4704000	4488000	5088000	4608000	4848000	4488000	
225	4773000	4605000	5205000	4605000	4845000	4605000	
226	4818000	4722000	5322000	4602000	4842000	4602000	
227	4863000	4719000	5319000	4719000	4959000	4599000	
228	4884000	4716000	5316000	4836000	4956000	4596000	
229	4905000	4713000	5313000	4833000	5073000	4593000	
230	4950000	4710000	5430000	4950000	5070000	4590000	
231	4995000	4707000	5547000	4947000	5067000	4707000	
232	5040000	4704000	5544000	5064000	5064000	4824000	
233	5037000	4701000	5541000	5061000	5061000	4821000	
234	5034000	4698000	5538000	5058000	5058000	4818000	
235	5079000	4815000	5535000	5175000	5055000	4815000	
236	5076000	4812000	5532000	5172000	5052000	4812000	
237	5121000	4809000	5529000	5289000	5169000	4809000	
238	5166000	4806000	5526000	5286000	5286000	4926000	
239	5187000	4923000	5523000	5283000	5283000	4923000	
240	5184000	4920000	5520000	5280000	5280000	4920000	
241	5205000	4917000	5637000	5277000	5277000	4917000	
242	5250000	5034000	5634000	5274000	5394000	4914000	
243	5271000	5151000	5631000	5271000	5391000	4911000	
244	5292000	5148000	5628000	5268000	5388000	5028000	
245	5289000	5145000	5625000	5265000	5385000	5025000	
246	5358000	5142000	5622000	5382000	5502000	5142000	
247	5379000	5139000	5739000	5379000	5499000	5139000	
248	5448000	5256000	5736000	5376000	5616000	5256000	
249	5469000	5373000	5733000	5373000	5613000	5253000	
250	5514000	5370000	5850000	5370000	5610000	5370000	
251	5511000	5367000	5847000	5367000	5607000	5367000	
252	5556000	5364000	5964000	5364000	5604000	5484000	
253	5601000	5361000	5961000	5481000	5601000	5601000	
254	5598000	5358000	5958000	5478000	5598000	5598000	
255	5619000	5355000	5955000	5595000	5595000	5595000	
256	5640000	5352000	5952000	5592000	5592000	5712000	
257	5661000	5349000	5949000	5709000	5589000	5709000	
258	5682000	5346000	6066000	5706000	5586000	5706000	
259	5703000	5343000	6183000	5703000	5583000	5703000	
260	5700000	5340000	6180000	5700000	5580000	5700000	
261	5721000	5337000	6177000	5697000	5577000	5817000	
262	5790000	5454000	6294000	5694000	5574000	5934000	
263	5811000	5571000	6291000	5691000	5571000	5931000	
264	5808000	5568000	6288000	5688000	5568000	5928000	
265	5853000	5565000	6285000	5685000	5685000	6045000	
266	5850000	5562000	6282000	5682000	5682000	6042000	
267	5919000	5679000	6279000	5799000	5679000	6159000	
268	5988000	5676000	6396000	5916000	5796000	6156000	
269	6009000	5673000	6393000	5913000	5793000	6273000	
270	6078000	5670000	6510000	5910000	5910000	6390000	
271	6075000	5667000	6507000	5907000	5907000	6387000	
272	6096000	5784000	6504000	5904000	5904000	6384000	
273	6165000	5781000	6621000	5901000	6021000	6501000	
274	6258000	5898000	6738000	6018000	6138000	6498000	
275	6255000	5895000	6735000	6015000	6135000	6495000	
276	6300000	6012000	6732000	6012000	6132000	6612000	
277	6345000	6009000	6849000	6129000	6129000	6609000	
278	6342000	6006000	6846000	6126000	6126000	6606000	
279	6387000	6003000	6963000	6243000	6123000	6603000	
280	6432000	6120000	6960000	6240000	6120000	6720000	
281	6453000	6117000	6957000	6237000	6117000	6837000	
282	6498000	6114000	7074000	6234000	6234000	6834000	
283	6543000	6111000	7191000	6351000	6231000	6831000	
284	6588000	6108000	7188000	6468000	6348000	6828000	
285	6633000	6105000	7305000	6585000	6345000	6825000	
286	6678000	6222000	7302000	6702000	6342000	6822000	
287	6699000	6219000	7419000	6699000	6339000	6819000	
288	6768000	6336000	7536000	6696000	6456000	6816000	
289	6765000	6333000	7533000	6693000	6453000	6813000	
290	6810000	6450000	7530000	6810000	6450000	6810000	
291	6807000	6447000	7527000	6807000	6447000	6807000	
292	6828000	6444000	7644000	6804000	6444000	6804000	
293	6849000	6561000	7641000	6801000	6441000	6801000	
294	6870000	6558000	7638000	6918000	6438000	6798000	
295	6867000	6555000	7635000	6915000	6435000	6795000	
296	6912000	6552000	7632000	6912000	6552000	6912000	
297	6909000	6549000	7629000	6909000	6549000	6909000	
298	6978000	6666000	7626000	7026000	6546000	7026000	
299	6999000	6663000	7623000	7023000	6663000	7023000	
300	7068000	6660000	7740000	7140000	6660000	7140000	
301	7089000	6657000	7737000	7137000	6657000	7257000	
302	7086000	6654000	7734000	7134000	6654000	7254000	
303	7131000	6651000	7851000	7131000	6771000	7251000	
304	7152000	6768000	7848000	7128000	6768000	7248000	
305	7245000	6885000	7845000	7245000	6885000	7365000	
306	7242000	6882000	7842000	7242000	6882000	7362000	
307	7239000	6879000	7839000	7239000	6879000	7359000	
308	7260000	6876000	7836000	7356000	6876000	7356000	
309	7281000	6993000	7833000	7353000	6873000	7353000	
310	7326000	6990000	7830000	7470000	6990000	7350000	
311	7371000	6987000	7947000	7467000	7107000	7347000	
312	7416000	7104000	7944000	7464000	7104000	7464000	
313	7437000	7101000	7941000	7461000	7101000	7581000	
314	7530000	7218000	7938000	7578000	7218000	7698000	
315	7527000	7215000	7935000	7575000	7215000	7695000	
316	7548000	7212000	7932000	7692000	7212000	7692000	
317	7545000	7209000	7929000	7689000	7209000	7689000	
318	7542000	7206000	7926000	7686000	7206000	7686000	
319	7563000	7203000	7923000	7803000	7203000	7683000	
320	7608000	7320000	7920000	7920000	7200000	7680000	
321	7653000	7317000	8037000	7917000	7197000	7797000	
322	7650000	7314000	8034000	7914000	7194000	7794000	
323	7719000	7431000	8031000	8031000	7311000	7791000	
324	7764000	7428000	8148000	8148000	7308000	7788000	
325	7809000	7545000	8145000	8145000	7305000	7905000	
326	7830000	7662000	8142000	8142000	7302000	7902000	
327	7851000	7659000	8259000	8139000	7299000	7899000	
328	7896000	7776000	8256000	8136000	7416000	7896000	
329	7941000	7773000	8373000	8253000	7413000	7893000	
330	7962000	7770000	8370000	8250000	7530000	7890000	
331	7983000	7767000	8367000	8247000	7527000	8007000	
332	8004000	7764000	8484000	8244000	7524000	8004000	
333	8049000	7881000	8601000	8241000	7521000	8001000	
334	8118000	7998000	8598000	8358000	7638000	7998000	
335	8115000	7995000	8595000	8355000	7635000	7995000	
336	8136000	7992000	8592000	8472000	7632000	7992000	
337	8181000	7989000	8589000	8589000	7749000	7989000	
338	8250000	8106000	8586000	8706000	7746000	8106000	
339	8247000	8103000	8583000	8703000	7743000	8103000	
340	8292000	8220000	8580000	8820000	7740000	8100000	
341	8337000	8217000	8577000	8937000	7737000	8217000	
342	8334000	8214000	8574000	8934000	7734000	8214000	
343	8355000	8331000	8571000	8931000	7731000	8211000	
344	8376000	8328000	8568000	8928000	7728000	8328000	
345	8397000	8325000	8565000	8925000	7845000	8325000	
346	8418000	8322000	8562000	8922000	7962000	8322000	
347	8463000	8319000	8559000	9039000	7959000	8439000	
348	8460000	8316000	8556000	9036000	7956000	8436000	
349	8529000	8313000	8553000	9153000	8073000	8553000	
350	8598000	8310000	8670000	9270000	8070000	8670000	
351	8619000	8307000	8667000	9267000	8187000	8667000	
352	8616000	8304000	8664000	9264000	8184000	8664000	
353	8613000	8301000	8661000	9261000	8181000	8661000	
354	8634000	8418000	8658000	9258000	8178000	8658000	
355	8655000	8415000	8655000	9375000	8175000	8655000	
356	8700000	8412000	8652000	9492000	8292000	8652000	
357	8697000	8409000	8649000	9489000	8289000	8649000	
358	8718000	8406000	8646000	9486000	8286000	8766000	
359	8715000	8403000	8643000	9483000	8283000	8763000	
360	8712000	8400000	8640000	9480000	8280000	8760000	
361	8709000	8397000	8637000	9477000	8277000	8757000	
362	8730000	8394000	8634000	9474000	8394000	8754000	
363	8727000	8391000	8631000	9471000	8391000	8751000	
364	8748000	8508000	8628000	9468000	8388000	8748000	
365	8793000	8505000	8625000	9585000	8505000	8745000	
366	8862000	8502000	8742000	9702000	8502000	8862000	
367	8883000	8499000	8739000	9819000	8499000	8859000	
368	8952000	8496000	8856000	9816000	8616000	8976000	
369	8973000	8613000	8853000	9813000	8613000	8973000	
370	9018000	8610000	8850000	9930000	8730000	8970000	
371	9039000	8607000	8967000	9927000	8727000	8967000	
372	9060000	8604000	8964000	9924000	8724000	9084000	
373	9057000	8601000	8961000	9921000	8721000	9081000	
374	9078000	8598000	9078000	9918000	8718000	9078000	
375	9123000	8595000	9195000	9915000	8835000	9075000	
376	9144000	8592000	9192000	9912000	8952000	9072000	
377	9141000	8589000	9189000	9909000	8949000	9069000	
378	9138000	8586000	9186000	9906000	8946000	9066000	
379	9159000	8583000	9303000	9903000	8943000	9063000	
380	9204000	8700000	9300000	9900000	8940000	9180000	
381	9225000	8697000	9297000	9897000	9057000	9177000	
382	9270000	8814000	9294000	9894000	9174000	9174000	
383	9291000	8811000	9291000	10011000	9171000	9171000	
384	9312000	8808000	9288000	10128000	9168000	9168000	
385	9357000	8925000	9285000	10125000	9165000	9285000	
386	9378000	9042000	9282000	10122000	9162000	9282000	
387	9375000	9039000	9279000	10119000	9159000	9279000	
388	9396000	9036000	9396000	10116000	9156000	9276000	
389	9441000	9153000	9513000	10113000	9153000	9273000	
390	9438000	9150000	9510000	10110000	9150000	9270000	
391	9483000	9267000	9507000	10107000	9267000	9267000	
392	9504000	9264000	9624000	10104000	9264000	9264000	
393	9549000	9261000	9621000	10221000	9381000	9261000	
394	9594000	9258000	9738000	10338000	9378000	9258000	
395	9639000	9375000	9735000	10335000	9375000	9375000	
396	9660000	9372000	9732000	10452000	9372000	9372000	
397	9657000	9369000	9729000	10449000	9369000	9369000	
398	9702000	9366000	9726000	10446000	9486000	9486000	
399	9699000	9363000	9723000	10443000	9483000	9483000	
400	9744000	9480000	9720000	10560000	9480000	9480000	
401	9741000	9477000	9717000	10557000	9477000	9477000	
402	9762000	9474000	9714000	10554000	9594000	9474000	
403	9783000	9471000	9711000	10551000	9711000	9471000	
404	9828000	9468000	9708000	10668000	9708000	9588000	
405	9825000	9465000	9705000	10665000	9705000	9585000	
406	9870000	9582000	9702000	10662000	9822000	9582000	
407	9867000	9579000	9699000	10659000	9819000	9579000	
408	9864000	9576000	9696000	10656000	9816000	9576000	
409	9861000	9573000	9693000	10653000	9813000	9573000	
410	9882000	9570000	9810000	10650000	9810000	9570000	
411	9879000	9567000	9807000	10647000	9807000	9567000	
412	9876000	9564000	9804000	10644000	9804000	9564000	
413	9897000	9561000	9801000	10641000	9801000	9681000	
414	9966000	9678000	9798000	10638000	9918000	9798000	
415	10011000	9675000	9915000	10755000	9915000	9795000	
416	10032000	9672000	9912000	10752000	10032000	9792000	
417	10053000	9669000	9909000	10869000	10029000	9789000	
418	10050000	9666000	9906000	10866000	10026000	9786000	
419	10071000	9663000	10023000	10863000	10023000	9783000	
420	10068000	9660000	10020000	10860000	10020000	9780000	
421	10137000	9657000	10137000	10977000	10137000	9777000	
422	10134000	9654000	10134000	10974000	10134000	9774000	
423	10203000	9651000	10131000	11091000	10251000	9891000	
424	10200000	9648000	10128000	11088000	10248000	9888000	
425	10197000	9645000	10125000	11085000	10245000	9885000	
426	10218000	9642000	10122000	11202000	10242000	9882000	
427	10239000	9639000	10239000	11199000	10239000	9879000	
428	10284000	9636000	10236000	11196000	10356000	9996000	
429	10305000	9753000	10233000	11193000	10353000	9993000	
430	10326000	9750000	10230000	11190000	10470000	9990000	
431	10323000	9747000	10227000	11187000	10467000	9987000	
432	10344000	9744000	10224000	11184000	10464000	10104000	
433	10389000	9741000	10341000	11301000	10461000	10101000	
434	10410000	9738000	10458000	11298000	10458000	10098000	
435	10431000	9735000	10455000	11295000	10455000	10215000	
436	10452000	9732000	10452000	11412000	10452000	10212000	
437	10473000	9729000	10449000	11529000	10449000	10209000	
438	10494000	9726000	10446000	11526000	10566000	10206000	
439	10539000	9843000	10563000	11523000	10563000	10203000	
440	10560000	9960000	10560000	11520000	10560000	10200000	
441	10581000	9957000	10557000	11517000	10677000	10197000	
442	10602000	10074000	10554000	11514000	10674000	10194000	
443	10623000	10071000	10551000	11511000	10791000	10191000	
444	10668000	10068000	10548000	11628000	10788000	10308000	
445	10689000	10185000	10545000	11625000	10785000	10305000	
446	10686000	10182000	10542000	11622000	10782000	10302000	
447	10683000	10179000	10539000	11619000	10779000	10299000	
448	10680000	10176000	10536000	11616000	10776000	10296000	
449	10677000	10173000	10533000	11613000	10773000	10293000	
450	10746000	10290000	10530000	11610000	10890000	10410000	
451	10743000	10287000	10527000	11607000	10887000	10407000	
452	10788000	10404000	10524000	11604000	11004000	10404000	
453	10881000	10521000	10641000	11601000	11121000	10521000	
454	10950000	10638000	10758000	11718000	11118000	10518000	
455	10971000	10635000	10755000	11715000	11115000	10635000	
456	10968000	10632000	10752000	11712000	11112000	10632000	
457	11013000	10629000	10869000	11709000	11229000	10629000	
458	11034000	10626000	10986000	11706000	11226000	10626000	
459	11103000	10623000	11103000	11823000	11223000	10743000	
460	11172000	10620000	11220000	11940000	11340000	10740000	
461	11193000	10617000	11217000	11937000	11457000	10737000	
462	11214000	10614000	11214000	11934000	11574000	10734000	
463	11259000	10731000	11211000	11931000	11691000	10731000	
464	11280000	10728000	11328000	11928000	11688000	10728000	
465	11325000	10725000	11445000	11925000	11805000	10725000	
466	11346000	10722000	11442000	11922000	11922000	10722000	
467	11343000	10719000	11439000	11919000	11919000	10719000	
468	11340000	10716000	11436000	11916000	11916000	10716000	
469	11361000	10833000	11433000	11913000	11913000	10713000	
470	11358000	10830000	11430000	11910000	11910000	10710000	
471	11379000	10827000	11427000	11907000	12027000	10707000	
472	11376000	10824000	11424000	11904000	12024000	10704000	
473	11397000	10821000	11421000	12021000	12021000	10701000	
474	11418000	10818000	11418000	12138000	12018000	10698000	
475	11439000	10815000	11415000	12135000	12015000	10815000	
476	11484000	10812000	11412000	12252000	12012000	10932000	
477	11505000	10809000	11409000	12249000	12129000	10929000	
478	11550000	10926000	11406000	12246000	12246000	10926000	
479	11571000	10923000	11403000	12243000	12243000	11043000	
480	11568000	10920000	11400000	12240000	12240000	11040000	
481	11589000	10917000	11397000	12237000	12237000	11157000	
482	11610000	11034000	11394000	12234000	12234000	11154000	
483	11679000	11151000	11511000	12231000	12231000	11271000	
484	11676000	11148000	11508000	12228000	12228000	11268000	
485	11745000	11265000	11505000	12225000	12345000	11385000	
486	11814000	11382000	11622000	12342000	12342000	11382000	
487	11835000	11499000	11619000	12339000	12339000	11379000	
488	11856000	11496000	11736000	12336000	12336000	11376000	
489	11853000	11493000	11733000	12333000	12333000	11373000	
490	11898000	11610000	11730000	12450000	12330000	11370000	
491	11895000	11607000	11727000	12447000	12327000	11367000	
492	11964000	11724000	11844000	12564000	12324000	11364000	
493	11961000	11721000	11841000	12561000	12321000	11361000	
494	11982000	11718000	11958000	12558000	12318000	11358000	
495	11979000	11715000	11955000	12555000	12315000	11355000	
496	11976000	11712000	11952000	12552000	12312000	11352000	
497	12021000	11709000	11949000	12669000	12309000	11469000	
498	12066000	11706000	12066000	12666000	12426000	11466000	
499	12063000	11703000	12063000	12663000	12423000	11463000	
500	12108000	11700000	12180000	12780000	12420000	11460000	
501	12105000	11697000	12177000	12777000	12417000	11457000	
502	12126000	11814000	12174000	12774000	12414000	11454000	
503	12171000	11811000	12171000	12771000	12531000	11571000	
504	12216000	11928000	12288000	12768000	12528000	11568000	
505	12261000	11925000	12405000	12885000	12525000	11565000	
506	12258000	11922000	12402000	12882000	12522000	11562000	
507	12255000	11919000	12399000	12879000	12519000	11559000	
508	12276000	12036000	12396000	12876000	12516000	11556000	
509	12273000	12033000	12393000	12873000	12513000	11553000	
510	12294000	12150000	12390000	12870000	12510000	11550000	
511	12315000	12147000	12507000	12867000	12507000	11547000	
512	12312000	12144000	12504000	12864000	12504000	11544000	
513	12333000	12141000	12621000	12861000	12501000	11541000	
514	12354000	12138000	12738000	12858000	12498000	11538000	
515	12375000	12135000	12735000	12855000	12495000	11655000	
516	12396000	12252000	12732000	12852000	12492000	11652000	
517	12417000	12249000	12729000	12969000	12489000	11649000	
518	12414000	12246000	12726000	12966000	12486000	11646000	
519	12435000	12243000	12723000	12963000	12483000	11763000	
520	12456000	12240000	12840000	12960000	12480000	11760000	
521	12501000	12357000	12837000	12957000	12477000	11877000	
522	12546000	12354000	12834000	13074000	12594000	11874000	
523	12567000	12351000	12831000	13071000	12711000	11871000	
