envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
2467	21831000	21639000	21759000	21999000	21879000	21879000	21702220.3898051
2468	21828000	21636000	21756000	21996000	21876000	21876000	21707988.005997
2469	21825000	21633000	21753000	21993000	21873000	21873000	21713755.6221889
2470	21822000	21630000	21750000	21990000	21870000	21870000	21719523.2383808
2471	21819000	21627000	21747000	21987000	21867000	21867000	21725266.8665667
2472	21816000	21624000	21744000	21984000	21864000	21864000	21731022.4887556
2473	21837000	21621000	21861000	21981000	21861000	21861000	21736778.1109445
2474	21834000	21618000	21858000	21978000	21858000	21858000	21742533.7331334
2475	21831000	21615000	21855000	21975000	21855000	21855000	21748253.3733133
2476	21828000	21612000	21852000	21972000	21852000	21852000	21753973.0134933
2477	21825000	21609000	21849000	21969000	21849000	21849000	21759704.6476762
2478	21822000	21606000	21846000	21966000	21846000	21846000	21765424.2878561
2479	21843000	21723000	21843000	21963000	21843000	21843000	21771143.928036
2480	21840000	21720000	21840000	21960000	21840000	21840000	21776851.5742129
2481	21837000	21717000	21837000	21957000	21837000	21837000	21782559.2203898
2482	21858000	21714000	21834000	22074000	21834000	21834000	21788266.8665667
2483	21855000	21711000	21831000	22071000	21831000	21831000	21793974.5127436
2484	21852000	21708000	21828000	22068000	21828000	21828000	21799670.1649175
2485	21849000	21705000	21825000	22065000	21825000	21825000	21805365.8170915
2486	21846000	21702000	21822000	22062000	21822000	21822000	21811073.4632684
2487	21867000	21699000	21939000	22059000	21819000	21819000	21816781.1094453
2488	21864000	21696000	21936000	22056000	21816000	21816000	21822476.7616192
2489	21861000	21693000	21933000	22053000	21813000	21813000	21828184.4077961
2490	21858000	21690000	21930000	22050000	21810000	21810000	21833892.053973
2491	21879000	21807000	21927000	22047000	21807000	21807000	21839599.7001499
2492	21900000	21804000	21924000	22164000	21804000	21804000	21845307.3463268
2493	21897000	21801000	21921000	22161000	21801000	21801000	21851014.9925037
2494	21894000	21798000	21918000	22158000	21798000	21798000	21856722.6386807
2495	21891000	21795000	21915000	22155000	21795000	21795000	21862430.2848576
2496	21888000	21792000	21912000	22152000	21792000	21792000	21868137.9310345
2497	21885000	21789000	21909000	22149000	21789000	21789000	21873857.5712144
2498	21882000	21786000	21906000	22146000	21786000	21786000	21879589.2053973
2499	21879000	21783000	21903000	22143000	21783000	21783000	21885308.8455772
2500	21876000	21780000	21900000	22140000	21780000	21780000	21891016.4917541
2501	21873000	21777000	21897000	22137000	21777000	21777000	21896724.137931
2502	21894000	21774000	21894000	22134000	21774000	21894000	21902431.7841079
2503	21891000	21771000	21891000	22131000	21771000	21891000	21908139.4302849
2504	21912000	21768000	22008000	22128000	21768000	21888000	21913835.0824588
2505	21957000	21765000	22005000	22245000	21765000	22005000	21919506.7466267
2506	21978000	21882000	22002000	22242000	21762000	22002000	21925178.4107946
2507	21975000	21879000	21999000	22239000	21759000	21999000	21930886.0569715
2508	21996000	21996000	21996000	22236000	21756000	21996000	21936581.7091454
2509	22041000	21993000	22113000	22233000	21873000	21993000	21942289.3553223
2510	22062000	21990000	22110000	22350000	21870000	21990000	21947997.0014992
2511	22083000	21987000	22227000	22347000	21867000	21987000	21953704.6476762
2512	22080000	21984000	22224000	22344000	21864000	21984000	21959412.2938531
2513	22077000	21981000	22221000	22341000	21861000	21981000	21965131.934033
2514	22098000	22098000	22218000	22338000	21858000	21978000	21970851.5742129
2515	22095000	22095000	22215000	22335000	21855000	21975000	21976571.2143928
2516	22116000	22212000	22212000	22332000	21852000	21972000	21982314.8425787
2517	22137000	22209000	22209000	22329000	21969000	21969000	21988058.4707646
2518	22134000	22206000	22206000	22326000	21966000	21966000	21993802.0989505
2519	22131000	22203000	22203000	22323000	21963000	21963000	21999545.7271364
2520	22152000	22200000	22200000	22440000	21960000	21960000	22005325.3373313
2521	22149000	22197000	22197000	22437000	21957000	21957000	22011104.9475262
2522	22170000	22314000	22194000	22434000	21954000	21954000	22016872.5637181
2523	22167000	22311000	22191000	22431000	21951000	21951000	22022640.17991
2524	22164000	22308000	22188000	22428000	21948000	21948000	22028419.7901049
2525	22185000	22305000	22305000	22425000	21945000	21945000	22034199.4002999
2526	22182000	22302000	22302000	22422000	21942000	21942000	22039967.0164918
2527	22179000	22299000	22299000	22419000	21939000	21939000	22045734.6326837
2528	22176000	22296000	22296000	22416000	21936000	21936000	22051502.2488756
2529	22173000	22293000	22293000	22413000	21933000	21933000	22057269.8650675
2530	22170000	22290000	22290000	22410000	21930000	21930000	22063037.4812594
2531	22167000	22287000	22287000	22407000	21927000	21927000	22068805.0974513
2532	22164000	22284000	22284000	22404000	21924000	21924000	22074584.7076462
2533	22161000	22281000	22281000	22401000	21921000	21921000	22080364.3178411
2534	22182000	22278000	22398000	22398000	21918000	21918000	22086143.928036
2535	22179000	22275000	22395000	22395000	21915000	21915000	22091923.5382309
2536	22176000	22272000	22392000	22392000	21912000	21912000	22097691.1544228
2537	22173000	22269000	22389000	22389000	21909000	21909000	22103446.7766117
2538	22170000	22266000	22386000	22386000	21906000	21906000	22109202.3988006
2539	22167000	22263000	22383000	22383000	21903000	21903000	22114958.0209895
2540	22164000	22260000	22380000	22380000	21900000	21900000	22120701.6491754
2541	22209000	22257000	22497000	22497000	21897000	21897000	22126445.2773613
2542	22206000	22254000	22494000	22494000	21894000	21894000	22132188.9055472
2543	22227000	22251000	22611000	22491000	21891000	21891000	22137920.5397301
2544	22224000	22248000	22608000	22488000	21888000	21888000	22143640.17991
2545	22245000	22245000	22605000	22485000	22005000	21885000	22149359.82009
2546	22266000	22242000	22602000	22602000	22002000	21882000	22155079.4602699
2547	22287000	22239000	22599000	22719000	21999000	21879000	22160799.1004498
2548	22308000	22236000	22716000	22716000	21996000	21876000	22166518.7406297
2549	22305000	22233000	22713000	22713000	21993000	21873000	22172238.3808096
2550	22326000	22230000	22710000	22830000	21990000	21870000	22177946.0269865
2551	22323000	22227000	22707000	22827000	21987000	21867000	22183641.6791604
2552	22320000	22224000	22704000	22824000	21984000	21864000	22189325.3373313
2553	22317000	22221000	22701000	22821000	21981000	21861000	22194985.0074963
2554	22314000	22218000	22698000	22818000	21978000	21858000	22200632.6836582
2555	22311000	22215000	22695000	22815000	21975000	21855000	22206292.3538231
2556	22332000	22212000	22812000	22812000	21972000	21852000	22211928.035982
2557	22329000	22209000	22809000	22809000	21969000	21849000	22217575.7121439
2558	22350000	22206000	22806000	22926000	21966000	21846000	22223223.3883058
2559	22347000	22203000	22803000	22923000	21963000	21843000	22228871.0644678
2560	22344000	22200000	22800000	22920000	21960000	21840000	22234518.7406297
2561	22365000	22197000	22917000	22917000	21957000	21837000	22240154.4227886
2562	22362000	22194000	22914000	22914000	21954000	21834000	22245790.1049475
2563	22383000	22191000	22911000	22911000	21951000	21951000	22251425.7871064
2564	22380000	22188000	22908000	22908000	21948000	21948000	22257061.4692654
2565	22401000	22185000	22905000	22905000	21945000	22065000	22262685.1574213
2566	22398000	22182000	22902000	22902000	21942000	22062000	22268284.8575712
2567	22395000	22179000	22899000	22899000	21939000	22059000	22273884.5577211
2568	22392000	22176000	22896000	22896000	21936000	22056000	22279496.2518741
2569	22389000	22173000	22893000	22893000	21933000	22053000	22285119.94003
2570	22386000	22170000	22890000	22890000	21930000	22050000	22290743.6281859
2571	22407000	22167000	22887000	22887000	21927000	22167000	22296367.3163418
2572	22404000	22164000	22884000	22884000	21924000	22164000	22301991.0044978
2573	22449000	22281000	22881000	23001000	21921000	22161000	22307614.6926537
2574	22446000	22278000	22878000	22998000	21918000	22158000	22313238.3808096
2575	22443000	22275000	22875000	22995000	21915000	22155000	22318862.0689655
2576	22440000	22272000	22872000	22992000	21912000	22152000	22324473.7631184
2577	22461000	22269000	22869000	22989000	22029000	22149000	22330073.4632684
2578	22458000	22266000	22866000	22986000	22026000	22146000	22335685.1574213
2579	22455000	22263000	22863000	22983000	22023000	22143000	22341308.8455772
2580	22476000	22260000	22980000	22980000	22020000	22140000	22346908.5457271
2581	22473000	22257000	22977000	22977000	22017000	22137000	22352508.2458771
2582	22470000	22254000	22974000	22974000	22014000	22134000	22358107.946027
2583	22467000	22251000	22971000	22971000	22011000	22131000	22363707.6461769
2584	22464000	22248000	22968000	22968000	22008000	22128000	22369307.3463268
2585	22461000	22245000	22965000	22965000	22005000	22125000	22374895.0524738
2586	22458000	22242000	22962000	22962000	22002000	22122000	22380470.7646177
2587	22479000	22239000	23079000	22959000	21999000	22119000	22386022.4887556
2588	22476000	22236000	23076000	22956000	21996000	22116000	22391586.2068966
2589	22473000	22233000	23073000	22953000	21993000	22113000	22397149.9250375
2590	22470000	22230000	23070000	22950000	21990000	22110000	22402713.6431784
2591	22467000	22227000	23067000	22947000	21987000	22107000	22408289.3553223
2592	22488000	22224000	23064000	22944000	21984000	22224000	22413853.0734633
2593	22509000	22341000	23061000	22941000	21981000	22221000	22419416.7916042
2594	22530000	22338000	23178000	22938000	21978000	22218000	22424980.5097451
2595	22527000	22335000	23175000	22935000	21975000	22215000	22430556.2218891
2596	22524000	22332000	23172000	22932000	21972000	22212000	22436119.94003
2597	22545000	22329000	23289000	22929000	21969000	22209000	22441683.6581709
2598	22542000	22326000	23286000	22926000	21966000	22206000	22447247.3763118
2599	22563000	22323000	23403000	22923000	21963000	22203000	22452811.0944528
2600	22560000	22320000	23400000	22920000	21960000	22200000	22458374.8125937
2601	22557000	22317000	23397000	22917000	21957000	22197000	22463938.5307346
2602	22554000	22314000	23394000	22914000	21954000	22194000	22469502.2488756
2603	22551000	22311000	23391000	22911000	21951000	22191000	22475065.9670165
2604	22548000	22308000	23388000	22908000	21948000	22188000	22480641.6791604
2605	22545000	22305000	23385000	22905000	21945000	22185000	22486241.3793103
2606	22542000	22302000	23382000	22902000	21942000	22182000	22491829.0854573
2607	22539000	22299000	23379000	22899000	21939000	22179000	22497416.7916042
2608	22536000	22296000	23376000	22896000	21936000	22176000	22503016.4917541
2609	22557000	22293000	23373000	22893000	21933000	22293000	22508604.197901
2610	22554000	22290000	23370000	22890000	21930000	22290000	22514179.910045
2611	22551000	22287000	23367000	22887000	21927000	22287000	22519755.6221889
2612	22548000	22284000	23364000	22884000	21924000	22284000	22525343.3283358
2613	22545000	22281000	23361000	22881000	21921000	22281000	22530919.0404798
2614	22542000	22278000	23358000	22878000	21918000	22278000	22536494.7526237
2615	22563000	22395000	23355000	22875000	21915000	22275000	22542058.4707646
2616	22560000	22392000	23352000	22872000	21912000	22272000	22547622.1889056
2617	22557000	22389000	23349000	22869000	21909000	22269000	22553173.9130435
2618	22554000	22386000	23346000	22866000	21906000	22266000	22558725.6371814
2619	22551000	22383000	23343000	22863000	21903000	22263000	22564265.3673163
2620	22548000	22380000	23340000	22860000	21900000	22260000	22569805.0974513
2621	22593000	22377000	23337000	22977000	21897000	22377000	22575344.8275862
2622	22590000	22374000	23334000	22974000	21894000	22374000	22580884.5577211
2623	22587000	22371000	23331000	22971000	21891000	22371000	22586412.2938531
2624	22584000	22368000	23328000	22968000	21888000	22368000	22591928.035982
2625	22581000	22365000	23325000	22965000	21885000	22365000	22597443.7781109
2626	22578000	22362000	23322000	22962000	21882000	22362000	22602959.5202399
2627	22575000	22359000	23319000	22959000	21879000	22359000	22608487.2563718
2628	22572000	22356000	23316000	22956000	21876000	22356000	22614014.9925037
2629	22569000	22353000	23313000	22953000	21873000	22353000	22619554.7226387
2630	22566000	22350000	23310000	22950000	21870000	22350000	22625082.4587706
2631	22587000	22347000	23427000	22947000	21867000	22347000	22630598.2008996
2632	22584000	22344000	23424000	22944000	21864000	22344000	22636089.9550225
2633	22605000	22341000	23541000	22941000	21861000	22341000	22641569.7151424
2634	22602000	22338000	23538000	22938000	21858000	22338000	22647061.4692654
2635	22623000	22455000	23535000	22935000	21855000	22335000	22652553.2233883
2636	22620000	22452000	23532000	22932000	21852000	22332000	22658044.9775112
2637	22617000	22449000	23529000	22929000	21849000	22329000	22663536.7316342
2638	22614000	22446000	23526000	22926000	21846000	22326000	22669028.4857571
2639	22611000	22443000	23523000	22923000	21843000	22323000	22674520.2398801
2640	22608000	22440000	23520000	22920000	21840000	22320000	22680000
2641	22629000	22437000	23517000	23037000	21837000	22317000	22685467.7661169
2642	22626000	22434000	23514000	23034000	21834000	22314000	22690935.5322339
2643	22623000	22431000	23511000	23031000	21831000	22311000	22696403.2983508
2644	22620000	22428000	23508000	23028000	21828000	22308000	22701859.0704648
2645	22617000	22425000	23505000	23025000	21825000	22305000	22707314.8425787
2646	22614000	22422000	23502000	23022000	21822000	22302000	22712770.6146927
2647	22611000	22419000	23499000	23019000	21819000	22299000	22718262.3688156
2648	22656000	22416000	23616000	23016000	21936000	22296000	22723766.1169415
2649	22653000	22413000	23613000	23013000	21933000	22293000	22729257.8710645
2650	22650000	22410000	23610000	23010000	21930000	22290000	22734749.6251874
2651	22647000	22407000	23607000	23007000	21927000	22287000	22740241.3793103
2652	22668000	22404000	23724000	23004000	21924000	22284000	22745709.1454273
2653	22689000	22401000	23721000	23121000	21921000	22281000	22751176.9115442
2654	22686000	22398000	23718000	23118000	21918000	22278000	22756656.6716642
2655	22683000	22395000	23715000	23115000	21915000	22275000	22762136.4317841
2656	22680000	22392000	23712000	23112000	21912000	22272000	22767616.1919041
2657	22677000	22389000	23709000	23109000	21909000	22269000	22773083.958021
2658	22674000	22386000	23706000	23106000	21906000	22266000	22778563.7181409
2659	22695000	22503000	23703000	23103000	21903000	22263000	22784043.4782609
2660	22740000	22500000	23700000	23220000	22020000	22260000	22789523.2383808
2661	22737000	22497000	23697000	23217000	22017000	22257000	22794991.0044978
2662	22734000	22494000	23694000	23214000	22014000	22254000	22800458.7706147
2663	22731000	22491000	23691000	23211000	22011000	22251000	22805938.5307346
2664	22728000	22488000	23688000	23208000	22008000	22248000	22811418.2908546
2665	22725000	22485000	23685000	23205000	22005000	22245000	22816898.0509745
2666	22722000	22482000	23682000	23202000	22002000	22242000	22822365.8170915
2667	22719000	22479000	23679000	23199000	21999000	22239000	22827833.5832084
2668	22716000	22476000	23676000	23196000	21996000	22236000	22833265.3673163
2669	22713000	22473000	23673000	23193000	21993000	22233000	22838721.1394303
2670	22710000	22470000	23670000	23190000	21990000	22230000	22844188.9055472
2671	22731000	22467000	23787000	23187000	21987000	22227000	22849644.6776612
2672	22728000	22464000	23784000	23184000	21984000	22224000	22855100.4497751
2673	22725000	22461000	23781000	23181000	21981000	22221000	22860556.2218891
2674	22746000	22578000	23778000	23178000	21978000	22218000	22866023.988006
2675	22743000	22575000	23775000	23175000	21975000	22215000	22871491.7541229
2676	22740000	22572000	23772000	23172000	21972000	22212000	22876971.5142429
2677	22737000	22569000	23769000	23169000	21969000	22209000	22882451.2743628
2678	22734000	22566000	23766000	23166000	21966000	22206000	22887907.0464768
2679	22755000	22563000	23883000	23163000	21963000	22203000	22893362.8185907
2680	22752000	22560000	23880000	23160000	21960000	22200000	22898818.5907046
2681	22749000	22557000	23877000	23157000	21957000	22197000	22904250.3748126
2682	22746000	22554000	23874000	23154000	21954000	22194000	22909682.1589205
2683	22767000	22551000	23871000	23151000	21951000	22311000	22915101.9490255
2684	22764000	22548000	23868000	23148000	21948000	22308000	22920521.7391304
2685	22785000	22545000	23865000	23265000	21945000	22305000	22925929.5352324
2686	22782000	22542000	23862000	23262000	21942000	22302000	22931337.3313343
2687	22803000	22539000	23979000	23259000	21939000	22299000	22936745.1274363
2688	22824000	22536000	24096000	23256000	21936000	22296000	22942152.9235382
2689	22845000	22533000	24093000	23253000	21933000	22413000	22947560.7196402
2690	22890000	22530000	24090000	23250000	22050000	22530000	22952968.5157421
2691	22887000	22527000	24087000	23247000	22047000	22527000	22958376.3118441
2692	22884000	22524000	24084000	23244000	22044000	22524000	22963772.113943
2693	22905000	22521000	24201000	23241000	22041000	22521000	22969167.916042
2694	22902000	22518000	24198000	23238000	22038000	22518000	22974551.7241379
2695	22899000	22515000	24195000	23235000	22035000	22515000	22979935.5322339
2696	22896000	22512000	24192000	23232000	22032000	22512000	22985331.3343328
2697	22893000	22509000	24189000	23229000	22029000	22509000	22990727.1364318
2698	22890000	22506000	24186000	23226000	22026000	22506000	22996122.9385307
2699	22935000	22623000	24183000	23223000	22023000	22623000	23001518.7406297
2700	22932000	22620000	24180000	23220000	22020000	22620000	23006890.5547226
2701	22929000	22617000	24177000	23217000	22017000	22617000	23012262.3688156
2702	22950000	22734000	24174000	23214000	22014000	22614000	23017622.1889055
2703	22947000	22731000	24171000	23211000	22011000	22611000	23022970.0149925
2704	22968000	22728000	24168000	23208000	22008000	22728000	23028305.8470765
2705	22989000	22725000	24285000	23205000	22005000	22725000	23033641.6791604
2706	22986000	22722000	24282000	23202000	22002000	22722000	23038977.5112444
2707	22983000	22719000	24279000	23199000	21999000	22719000	23044313.3433283
2708	23004000	22716000	24276000	23196000	21996000	22836000	23049649.1754123
2709	23001000	22713000	24273000	23193000	21993000	22833000	23054985.0074963
2710	22998000	22710000	24270000	23190000	21990000	22830000	23060308.8455772
2711	22995000	22707000	24267000	23187000	21987000	22827000	23065632.6836582
2712	22992000	22704000	24264000	23184000	21984000	22824000	23070956.5217391
2713	23013000	22821000	24261000	23181000	21981000	22821000	23076280.3598201
2714	23010000	22818000	24258000	23178000	21978000	22818000	23081592.2038981
2715	23007000	22815000	24255000	23175000	21975000	22815000	23086904.047976
2716	23028000	22812000	24252000	23172000	21972000	22932000	23092215.892054
2717	23025000	22809000	24249000	23169000	21969000	22929000	23097551.7241379
2718	23022000	22806000	24246000	23166000	21966000	22926000	23102899.5502249
2719	23067000	22923000	24243000	23163000	21963000	23043000	23108271.3643178
2720	23064000	22920000	24240000	23160000	21960000	23040000	23113643.1784108
2721	23061000	22917000	24237000	23157000	21957000	23037000	23119014.9925037
2722	23058000	22914000	24234000	23154000	21954000	23034000	23124362.8185907
2723	23055000	22911000	24231000	23151000	21951000	23031000	23129722.6386807
2724	23076000	22908000	24228000	23268000	21948000	23028000	23135070.4647676
2725	23073000	22905000	24225000	23265000	21945000	23025000	23140406.2968516
2726	23070000	22902000	24222000	23262000	21942000	23022000	23145742.1289355
2727	23067000	22899000	24219000	23259000	21939000	23019000	23151077.9610195
2728	23088000	22896000	24216000	23256000	22056000	23016000	23156413.7931034
2729	23085000	22893000	24213000	23253000	22053000	23013000	23161773.6131934
2730	23106000	22890000	24210000	23250000	22170000	23010000	23167133.4332834
2731	23103000	22887000	24207000	23247000	22167000	23007000	23172493.2533733
2732	23100000	22884000	24204000	23244000	22164000	23004000	23177841.0794603
2733	23097000	22881000	24201000	23241000	22161000	23001000	23183188.9055472
2734	23094000	22878000	24198000	23238000	22158000	22998000	23188536.7316342
2735	23091000	22875000	24195000	23235000	22155000	22995000	23193860.5697151
2736	23088000	22872000	24192000	23232000	22152000	22992000	23199184.4077961
2737	23109000	22869000	24189000	23229000	22269000	22989000	23204520.2398801
2738	23130000	22866000	24186000	23226000	22266000	23106000	23209856.071964
2739	23151000	22863000	24183000	23343000	22263000	23103000	23215191.904048
2740	23148000	22860000	24180000	23340000	22260000	23100000	23220527.7361319
2741	23169000	22857000	24177000	23457000	22257000	23097000	23225863.5682159
2742	23166000	22854000	24174000	23454000	22254000	23094000	23231199.4002999
2743	23163000	22851000	24171000	23451000	22251000	23091000	23236523.2383808
2744	23160000	22848000	24168000	23448000	22248000	23088000	23241847.0764618
2745	23157000	22845000	24165000	23445000	22245000	23085000	23247182.9085457
2746	23154000	22842000	24162000	23442000	22242000	23082000	23252506.7466267
2747	23175000	22839000	24159000	23559000	22239000	23079000	23257806.5967016
2748	23172000	22836000	24156000	23556000	22236000	23076000	23263094.4527736
2749	23193000	22833000	24153000	23553000	22233000	23193000	23268382.3088456
2750	23214000	22830000	24150000	23670000	22230000	23190000	23273634.1829085
2751	23211000	22827000	24147000	23667000	22227000	23187000	23278886.0569715
2752	23208000	22824000	24144000	23664000	22224000	23184000	23284149.9250375
2753	23205000	22821000	24141000	23661000	22221000	23181000	23289401.7991005
2754	23250000	22938000	24138000	23658000	22338000	23178000	23294653.6731634
2755	23271000	22935000	24135000	23655000	22335000	23295000	23299905.5472264
2756	23268000	22932000	24132000	23652000	22332000	23292000	23305157.4212894
2757	23265000	22929000	24129000	23649000	22329000	23289000	23310397.3013493
2758	23262000	22926000	24126000	23646000	22326000	23286000	23315637.1814093
2759	23259000	22923000	24123000	23643000	22323000	23283000	23320877.0614693
2760	23256000	22920000	24120000	23640000	22320000	23280000	23326128.9355322
2761	23253000	22917000	24117000	23637000	22317000	23277000	23331380.8095952
2762	23274000	23034000	24114000	23634000	22314000	23274000	23336620.6896552
2763	23319000	23151000	24111000	23631000	22311000	23391000	23341860.5697151
2764	23316000	23148000	24108000	23628000	22308000	23388000	23347100.4497751
2765	23313000	23145000	24105000	23625000	22305000	23385000	23352316.3418291
2766	23358000	23262000	24102000	23742000	22302000	23382000	23357544.2278861
2767	23355000	23259000	24099000	23739000	22299000	23379000	23362784.107946
2768	23376000	23256000	24096000	23736000	22416000	23376000	23368023.988006
2769	23373000	23253000	24093000	23733000	22413000	23373000	23373251.874063
2770	23370000	23250000	24090000	23730000	22410000	23370000	23378479.7601199
2771	23391000	23247000	24087000	23727000	22527000	23367000	23383683.6581709
2772	23388000	23244000	24084000	23724000	22524000	23364000	23388887.5562219
2773	23385000	23241000	24081000	23721000	22521000	23361000	23394103.4482759
2774	23406000	23358000	24078000	23718000	22518000	23358000	23399331.3343328
2775	23403000	23355000	24075000	23715000	22515000	23355000	23404559.2203898
2776	23400000	23352000	24072000	23712000	22512000	23352000	23409787.1064468
2777	23421000	23469000	24069000	23709000	22509000	23349000	23415026.9865067
2778	23418000	23466000	24066000	23706000	22506000	23346000	23420266.8665667
2779	23415000	23463000	24063000	23703000	22503000	23343000	23425494.7526237
2780	23436000	23580000	24060000	23700000	22500000	23340000	23430734.6326837
2781	23433000	23577000	24057000	23697000	22497000	23337000	23435962.5187406
2782	23454000	23694000	24054000	23694000	22494000	23334000	23441190.4047976
2783	23451000	23691000	24051000	23691000	22491000	23331000	23446418.2908546
2784	23448000	23688000	24048000	23688000	22488000	23328000	23451646.1769115
2785	23445000	23685000	24045000	23685000	22485000	23325000	23456862.0689655
2786	23490000	23682000	24042000	23802000	22602000	23322000	23462065.9670165
2787	23535000	23679000	24039000	23919000	22719000	23319000	23467269.8650675
2788	23532000	23676000	24036000	23916000	22716000	23316000	23472473.7631184
2789	23553000	23673000	24033000	23913000	22833000	23313000	23477677.6611694
2790	23574000	23670000	24030000	23910000	22830000	23430000	23482881.5592204
2791	23571000	23667000	24027000	23907000	22827000	23427000	23488085.4572714
2792	23592000	23664000	24024000	23904000	22944000	23424000	23493253.3733133
2793	23589000	23661000	24021000	23901000	22941000	23421000	23498409.2953523
2794	23586000	23658000	24018000	23898000	22938000	23418000	23503565.2173913
2795	23607000	23775000	24015000	23895000	22935000	23415000	23508709.1454273
2796	23628000	23772000	24132000	23892000	22932000	23412000	23513865.0674663
2797	23649000	23769000	24249000	23889000	22929000	23409000	23519020.9895052
2798	23646000	23766000	24246000	23886000	22926000	23406000	23524176.9115442
2799	23667000	23763000	24243000	24003000	22923000	23403000	23529344.8275862
2800	23688000	23880000	24240000	2.4e+07	22920000	23400000	23534524.7376312
2801	23709000	23877000	24357000	23997000	22917000	23397000	23539716.6416792
2802	23730000	23874000	24354000	23994000	22914000	23514000	23544908.5457271
2803	23727000	23871000	24351000	23991000	22911000	23511000	23550112.4437781
2804	23748000	23868000	24348000	23988000	22908000	23628000	23555292.3538231
2805	23769000	23865000	24345000	24105000	22905000	23625000	23560460.2698651
2806	23790000	23862000	24462000	24102000	22902000	23622000	23565628.1859071
2807	23787000	23859000	24459000	24099000	22899000	23619000	23570796.101949
2808	23808000	23976000	24456000	24096000	22896000	23616000	23575964.017991
2809	23829000	23973000	24453000	24213000	22893000	23613000	23581119.94003
2810	23826000	23970000	24450000	24210000	22890000	23610000	23586275.862069
2811	23871000	24087000	24447000	24207000	23007000	23607000	23591431.7841079
2812	23892000	24084000	24564000	24204000	23004000	23604000	23596587.7061469
2813	23889000	24081000	24561000	24201000	23001000	23601000	23601731.6341829
2814	23886000	24078000	24558000	24198000	22998000	23598000	23606875.5622189
2815	23907000	24075000	24555000	24315000	22995000	23595000	23612019.4902549
2816	23904000	24072000	24552000	24312000	22992000	23592000	23617163.4182909
2817	23901000	24069000	24549000	24309000	22989000	23589000	23622319.3403298
2818	23946000	24066000	24546000	24426000	23106000	23586000	23627487.2563718
2819	23943000	24063000	24543000	24423000	23103000	23583000	23632667.1664168
2820	23964000	24060000	24540000	24540000	23100000	23580000	23637847.0764618
2821	23961000	24057000	24537000	24537000	23097000	23577000	23643038.9805097
2822	23982000	24054000	24534000	24534000	23094000	23694000	23648242.8785607
2823	24003000	24051000	24531000	24531000	23211000	23691000	23653446.7766117
2824	24024000	24168000	24528000	24528000	23208000	23688000	23658638.6806597
2825	24021000	24165000	24525000	24525000	23205000	23685000	23663818.5907046
2826	24018000	24162000	24522000	24522000	23202000	23682000	23668974.5127436
2827	24015000	24159000	24519000	24519000	23199000	23679000	23674142.4287856
2828	24012000	24156000	24516000	24516000	23196000	23676000	23679310.3448276
2829	24009000	24153000	24513000	24513000	23193000	23673000	23684478.2608696
2830	24006000	24150000	24510000	24510000	23190000	23670000	23689658.1709145
2831	24003000	24147000	24507000	24507000	23187000	23667000	23694850.0749625
2832	24024000	24144000	24504000	24504000	23184000	23784000	23700041.9790105
2833	24021000	24141000	24501000	24501000	23181000	23781000	23705233.8830585
2834	24018000	24138000	24498000	24498000	23178000	23778000	23710425.7871064
2835	24039000	24135000	24495000	24495000	23175000	23895000	23715617.6911544
2836	24036000	24132000	24492000	24492000	23172000	23892000	23720809.5952024
2837	24033000	24129000	24489000	24489000	23169000	23889000	23726001.4992504
2838	24030000	24126000	24486000	24486000	23166000	23886000	23731181.4092954
2839	24051000	24123000	24603000	24483000	23163000	23883000	23736361.3193403
2840	24048000	24120000	24600000	24480000	23160000	23880000	23741553.2233883
2841	24045000	24117000	24597000	24477000	23157000	23877000	23746757.1214393
2842	24042000	24114000	24594000	24474000	23154000	23874000	23751973.0134933
2843	24063000	24111000	24591000	24471000	23271000	23871000	23757188.9055472
2844	24084000	24228000	24588000	24468000	23268000	23868000	23762392.8035982
2845	24081000	24225000	24585000	24465000	23265000	23865000	23767572.7136432
2846	24078000	24222000	24582000	24462000	23262000	23862000	23772752.6236882
2847	24099000	24339000	24579000	24459000	23259000	23859000	23777920.5397301
2848	24096000	24336000	24576000	24456000	23256000	23856000	23783088.4557721
2849	24093000	24333000	24573000	24453000	23253000	23853000	23788256.3718141
2850	24090000	24330000	24570000	24450000	23250000	23850000	23793424.2878561
2851	24111000	24327000	24567000	24447000	23367000	23847000	23798604.1979011
2852	24108000	24324000	24564000	24444000	23364000	23844000	23803772.113943
2853	24105000	24321000	24561000	24441000	23361000	23841000	23808940.029985
2854	24102000	24318000	24558000	24438000	23358000	23838000	23814095.952024
2855	24099000	24315000	24555000	24435000	23355000	23835000	23819251.874063
2856	24120000	24312000	24552000	24552000	23352000	23832000	23824419.7901049
2857	24117000	24309000	24549000	24549000	23349000	23829000	23829587.7061469
2858	24114000	24306000	24546000	24546000	23346000	23826000	23834743.6281859
2859	24111000	24303000	24543000	24543000	23343000	23823000	23839899.5502249
2860	24108000	24300000	24540000	24540000	23340000	23820000	23845043.4782609
2861	24129000	24297000	24537000	24537000	23457000	23817000	23850199.4002999
2862	24174000	24414000	24534000	24534000	23574000	23814000	23855355.3223388
2863	24195000	24411000	24531000	24531000	23691000	23811000	23860511.2443778
2864	24216000	24408000	24528000	24648000	23688000	23808000	23865643.1784108
2865	24237000	24405000	24645000	24645000	23685000	23805000	23870775.1124438
2866	24234000	24402000	24642000	24642000	23682000	23802000	23875907.0464768
