envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
84	1452000	1428000	1308000	1428000	1668000	1428000	
85	1449000	1425000	1305000	1425000	1665000	1425000	
86	1446000	1422000	1302000	1422000	1662000	1422000	
87	1467000	1539000	1299000	1419000	1659000	1419000	
88	1464000	1536000	1296000	1416000	1656000	1416000	
89	1461000	1533000	1293000	1413000	1653000	1413000	
90	1482000	1530000	1290000	1410000	1650000	1530000	
91	1479000	1527000	1287000	1407000	1647000	1527000	
92	1476000	1524000	1284000	1404000	1644000	1524000	
93	1497000	1521000	1281000	1521000	1641000	1521000	
94	1494000	1518000	1278000	1518000	1638000	1518000	
95	1515000	1515000	1395000	1515000	1635000	1515000	
96	1512000	1512000	1392000	1512000	1632000	1512000	
97	1533000	1509000	1509000	1509000	1629000	1509000	
98	1530000	1506000	1506000	1506000	1626000	1506000	
99	1599000	1503000	1623000	1623000	1623000	1623000	
100	1644000	1620000	1620000	1740000	1620000	1620000	
101	1665000	1617000	1617000	1857000	1617000	1617000	
102	1662000	1614000	1614000	1854000	1614000	1614000	
103	1659000	1611000	1611000	1851000	1611000	1611000	
104	1680000	1608000	1608000	1968000	1608000	1608000	
105	1677000	1605000	1605000	1965000	1605000	1605000	
106	1746000	1722000	1602000	2082000	1602000	1722000	
107	1815000	1839000	1599000	2079000	1719000	1839000	
108	1860000	1836000	1716000	2076000	1836000	1836000	
109	1857000	1833000	1713000	2073000	1833000	1833000	
110	1878000	1830000	1710000	2070000	1830000	1950000	
111	1899000	1947000	1707000	2067000	1827000	1947000	
112	1896000	1944000	1704000	2064000	1824000	1944000	
113	1941000	1941000	1701000	2181000	1821000	2061000	
114	1938000	1938000	1698000	2178000	1818000	2058000	
115	2007000	2055000	1815000	2175000	1935000	2055000	
116	2028000	2052000	1812000	2172000	2052000	2052000	
117	2025000	2049000	1809000	2169000	2049000	2049000	
118	2094000	2046000	1926000	2286000	2166000	2046000	
119	2091000	2043000	1923000	2283000	2163000	2043000	
120	2112000	2040000	1920000	2400000	2160000	2040000	
121	2109000	2037000	1917000	2397000	2157000	2037000	
122	2130000	2034000	1914000	2394000	2154000	2154000	
123	2151000	2031000	2031000	2391000	2151000	2151000	
124	2172000	2028000	2028000	2388000	2268000	2148000	
125	2169000	2025000	2025000	2385000	2265000	2145000	
126	2214000	2142000	2022000	2382000	2262000	2262000	
127	2235000	2139000	2019000	2379000	2379000	2259000	
128	2256000	2136000	2136000	2376000	2376000	2256000	
129	2301000	2253000	2253000	2373000	2373000	2253000	
130	2298000	2250000	2250000	2370000	2370000	2250000	
131	2319000	2247000	2247000	2367000	2367000	2367000	
132	2364000	2364000	2364000	2364000	2364000	2364000	
133	2385000	2361000	2361000	2361000	2361000	2481000	
134	2382000	2358000	2358000	2358000	2358000	2478000	
135	2403000	2355000	2355000	2355000	2475000	2475000	
136	2448000	2472000	2352000	2472000	2472000	2472000	
137	2493000	2589000	2349000	2469000	2469000	2589000	
138	2514000	2706000	2346000	2466000	2466000	2586000	
139	2535000	2703000	2463000	2463000	2463000	2583000	
140	2556000	2700000	2580000	2460000	2460000	2580000	
141	2553000	2697000	2577000	2457000	2457000	2577000	
142	2550000	2694000	2574000	2454000	2454000	2574000	
143	2595000	2691000	2571000	2451000	2571000	2691000	
144	2592000	2688000	2568000	2448000	2568000	2688000	
145	2589000	2685000	2565000	2445000	2565000	2685000	
146	2634000	2682000	2562000	2562000	2562000	2802000	
147	2631000	2679000	2559000	2559000	2559000	2799000	
148	2652000	2676000	2556000	2556000	2556000	2916000	
149	2649000	2673000	2553000	2553000	2553000	2913000	
150	2646000	2670000	2550000	2550000	2550000	2910000	
151	2739000	2787000	2667000	2547000	2667000	3027000	
152	2736000	2784000	2664000	2544000	2664000	3024000	
153	2757000	2781000	2661000	2661000	2661000	3021000	
154	2754000	2778000	2658000	2658000	2658000	3018000	
155	2799000	2775000	2775000	2655000	2655000	3135000	
156	2796000	2772000	2772000	2652000	2652000	3132000	
157	2817000	2769000	2769000	2769000	2649000	3129000	
158	2814000	2766000	2766000	2766000	2646000	3126000	
159	2835000	2763000	2763000	2763000	2763000	3123000	
160	2832000	2760000	2760000	2760000	2760000	3120000	
161	2853000	2877000	2757000	2757000	2757000	3117000	
162	2850000	2874000	2754000	2754000	2754000	3114000	
163	2871000	2871000	2751000	2751000	2871000	3111000	
164	2868000	2868000	2748000	2748000	2868000	3108000	
165	2889000	2865000	2745000	2745000	2865000	3225000	
166	2910000	2862000	2742000	2742000	2862000	3342000	
167	2907000	2859000	2739000	2739000	2859000	3339000	
168	2904000	2856000	2736000	2736000	2856000	3336000	
169	2925000	2853000	2853000	2733000	2853000	3333000	
170	2970000	2970000	2850000	2850000	2850000	3330000	
171	2967000	2967000	2847000	2847000	2847000	3327000	
172	2964000	2964000	2844000	2844000	2844000	3324000	
173	3009000	2961000	2841000	2961000	2961000	3321000	
174	3030000	2958000	2838000	3078000	2958000	3318000	
175	3027000	2955000	2835000	3075000	2955000	3315000	
176	3024000	2952000	2832000	3072000	2952000	3312000	
177	3045000	2949000	2829000	3189000	2949000	3309000	
178	3042000	2946000	2826000	3186000	2946000	3306000	
179	3063000	3063000	2823000	3183000	2943000	3303000	
180	3084000	3060000	2820000	3180000	3060000	3300000	
181	3105000	3057000	2817000	3177000	3057000	3417000	
182	3126000	3054000	2934000	3174000	3054000	3414000	
183	3123000	3051000	2931000	3171000	3051000	3411000	
184	3144000	3168000	2928000	3168000	3048000	3408000	
185	3165000	3165000	3045000	3165000	3045000	3405000	
186	3162000	3162000	3042000	3162000	3042000	3402000	
187	3159000	3159000	3039000	3159000	3039000	3399000	
188	3156000	3156000	3036000	3156000	3036000	3396000	
189	3177000	3153000	3033000	3153000	3153000	3393000	
190	3222000	3150000	3030000	3270000	3270000	3390000	
191	3219000	3147000	3027000	3267000	3267000	3387000	
192	3240000	3264000	3024000	3264000	3264000	3384000	
193	3261000	3261000	3021000	3261000	3381000	3381000	
194	3258000	3258000	3018000	3258000	3378000	3378000	
195	3279000	3255000	3135000	3255000	3375000	3375000	
196	3300000	3252000	3252000	3252000	3372000	3372000	
197	3345000	3369000	3249000	3369000	3369000	3369000	
198	3342000	3366000	3246000	3366000	3366000	3366000	
199	3387000	3483000	3243000	3363000	3483000	3363000	
200	3384000	3480000	3240000	3360000	3480000	3360000	
201	3381000	3477000	3237000	3357000	3477000	3357000	
202	3402000	3474000	3234000	3354000	3594000	3354000	
203	3447000	3591000	3231000	3351000	3591000	3471000	
204	3492000	3588000	3348000	3468000	3588000	3468000	
205	3513000	3585000	3465000	3465000	3585000	3465000	
206	3534000	3702000	3462000	3462000	3582000	3462000	
207	3579000	3699000	3459000	3579000	3699000	3459000	
208	3600000	3696000	3456000	3696000	3696000	3456000	
209	3621000	3813000	3453000	3693000	3693000	3453000	
210	3618000	3810000	3450000	3690000	3690000	3450000	
211	3615000	3807000	3447000	3687000	3687000	3447000	
212	3612000	3804000	3444000	3684000	3684000	3444000	
213	3633000	3801000	3441000	3681000	3801000	3441000	
214	3654000	3918000	3438000	3678000	3798000	3438000	
215	3675000	3915000	3435000	3675000	3915000	3435000	
216	3744000	4032000	3432000	3792000	4032000	3432000	
217	3741000	4029000	3429000	3789000	4029000	3429000	
218	3762000	4026000	3426000	3786000	4026000	3546000	
219	3783000	4143000	3423000	3783000	4023000	3543000	
220	3804000	4260000	3420000	3780000	4020000	3540000	
221	3825000	4257000	3417000	3777000	4137000	3537000	
222	3870000	4254000	3534000	3774000	4134000	3654000	
223	3915000	4251000	3651000	3891000	4131000	3651000	
224	3936000	4368000	3648000	3888000	4128000	3648000	
225	3933000	4365000	3645000	3885000	4125000	3645000	
226	3954000	4362000	3642000	3882000	4242000	3642000	
227	3975000	4359000	3759000	3879000	4239000	3639000	
228	3996000	4356000	3756000	3876000	4236000	3756000	
229	4017000	4353000	3753000	3993000	4233000	3753000	
230	4014000	4350000	3750000	3990000	4230000	3750000	
231	4035000	4347000	3747000	3987000	4347000	3747000	
232	4056000	4344000	3864000	3984000	4344000	3744000	
233	4077000	4461000	3861000	3981000	4341000	3741000	
234	4098000	4458000	3858000	4098000	4338000	3738000	
235	4095000	4455000	3855000	4095000	4335000	3735000	
236	4116000	4452000	3852000	4092000	4452000	3732000	
237	4137000	4449000	3849000	4089000	4569000	3729000	
238	4182000	4446000	3846000	4206000	4566000	3846000	
239	4179000	4443000	3843000	4203000	4563000	3843000	
240	4224000	4440000	3960000	4200000	4680000	3840000	
241	4269000	4437000	3957000	4317000	4797000	3837000	
242	4290000	4434000	3954000	4314000	4794000	3954000	
243	4287000	4431000	3951000	4311000	4791000	3951000	
244	4308000	4428000	3948000	4308000	4788000	4068000	
245	4305000	4425000	3945000	4305000	4785000	4065000	
246	4326000	4422000	3942000	4302000	4902000	4062000	
247	4323000	4419000	3939000	4299000	4899000	4059000	
248	4320000	4416000	3936000	4296000	4896000	4056000	
249	4317000	4413000	3933000	4293000	4893000	4053000	
250	4314000	4410000	3930000	4290000	4890000	4050000	
251	4311000	4407000	3927000	4287000	4887000	4047000	
252	4332000	4404000	3924000	4284000	4884000	4164000	
253	4329000	4401000	3921000	4281000	4881000	4161000	
254	4326000	4398000	3918000	4278000	4878000	4158000	
255	4371000	4395000	3915000	4395000	4875000	4275000	
256	4368000	4392000	3912000	4392000	4872000	4272000	
257	4365000	4389000	3909000	4389000	4869000	4269000	
258	4386000	4386000	3906000	4506000	4866000	4266000	
259	4407000	4383000	3903000	4503000	4983000	4263000	
260	4404000	4380000	3900000	4500000	4980000	4260000	
261	4425000	4377000	4017000	4497000	4977000	4257000	
262	4422000	4374000	4014000	4494000	4974000	4254000	
263	4467000	4371000	4131000	4491000	4971000	4371000	
264	4464000	4368000	4128000	4488000	4968000	4368000	
265	4485000	4365000	4245000	4485000	4965000	4365000	
266	4506000	4482000	4242000	4482000	4962000	4362000	
267	4527000	4479000	4239000	4479000	5079000	4359000	
268	4572000	4476000	4356000	4476000	5196000	4356000	
269	4593000	4473000	4473000	4473000	5193000	4353000	
270	4614000	4470000	4470000	4470000	5190000	4470000	
271	4635000	4467000	4587000	4467000	5187000	4467000	
272	4656000	4464000	4704000	4464000	5184000	4464000	
273	4677000	4461000	4701000	4581000	5181000	4461000	
274	4674000	4458000	4698000	4578000	5178000	4458000	
275	4695000	4455000	4695000	4695000	5175000	4455000	
276	4692000	4452000	4692000	4692000	5172000	4452000	
277	4713000	4449000	4689000	4689000	5289000	4449000	
278	4734000	4446000	4686000	4686000	5406000	4446000	
279	4755000	4443000	4803000	4683000	5403000	4443000	
280	4776000	4440000	4800000	4680000	5520000	4440000	
281	4821000	4557000	4797000	4677000	5517000	4557000	
282	4842000	4554000	4794000	4794000	5514000	4554000	
283	4839000	4551000	4791000	4791000	5511000	4551000	
284	4860000	4548000	4788000	4788000	5508000	4668000	
285	4905000	4665000	4905000	4785000	5505000	4665000	
286	4926000	4662000	4902000	4902000	5502000	4662000	
287	4947000	4779000	4899000	4899000	5499000	4659000	
288	4944000	4776000	4896000	4896000	5496000	4656000	
289	4941000	4773000	4893000	4893000	5493000	4653000	
290	4962000	4770000	5010000	4890000	5490000	4650000	
291	4983000	4767000	5007000	4887000	5607000	4647000	
292	5028000	4884000	5004000	5004000	5604000	4644000	
293	5049000	4881000	5121000	5001000	5601000	4641000	
294	5070000	4878000	5118000	4998000	5598000	4758000	
295	5067000	4875000	5115000	4995000	5595000	4755000	
296	5088000	4872000	5112000	4992000	5592000	4872000	
297	5109000	4989000	5109000	4989000	5589000	4869000	
298	5106000	4986000	5106000	4986000	5586000	4866000	
299	5127000	4983000	5223000	4983000	5583000	4863000	
300	5148000	4980000	5340000	4980000	5580000	4860000	
301	5145000	4977000	5337000	4977000	5577000	4857000	
302	5142000	4974000	5334000	4974000	5574000	4854000	
303	5139000	4971000	5331000	4971000	5571000	4851000	
304	5136000	4968000	5328000	4968000	5568000	4848000	
305	5181000	5085000	5325000	4965000	5565000	4965000	
306	5202000	5082000	5322000	4962000	5562000	5082000	
307	5223000	5079000	5319000	5079000	5559000	5079000	
308	5220000	5076000	5316000	5076000	5556000	5076000	
309	5241000	5073000	5433000	5073000	5553000	5073000	
310	5238000	5070000	5430000	5070000	5550000	5070000	
311	5283000	5187000	5427000	5187000	5547000	5067000	
312	5304000	5184000	5544000	5184000	5544000	5064000	
313	5325000	5181000	5661000	5181000	5541000	5061000	
314	5322000	5178000	5658000	5178000	5538000	5058000	
315	5319000	5175000	5655000	5175000	5535000	5055000	
316	5340000	5172000	5652000	5292000	5532000	5052000	
317	5361000	5169000	5649000	5289000	5529000	5169000	
318	5406000	5166000	5766000	5406000	5526000	5166000	
319	5403000	5163000	5763000	5403000	5523000	5163000	
320	5400000	5160000	5760000	5400000	5520000	5160000	
321	5397000	5157000	5757000	5397000	5517000	5157000	
322	5418000	5274000	5754000	5394000	5514000	5154000	
323	5415000	5271000	5751000	5391000	5511000	5151000	
324	5460000	5268000	5748000	5388000	5628000	5268000	
325	5457000	5265000	5745000	5385000	5625000	5265000	
326	5478000	5262000	5862000	5382000	5622000	5262000	
327	5475000	5259000	5859000	5379000	5619000	5259000	
328	5544000	5376000	5976000	5376000	5736000	5256000	
329	5541000	5373000	5973000	5373000	5733000	5253000	
330	5538000	5370000	5970000	5370000	5730000	5250000	
331	5559000	5367000	6087000	5367000	5727000	5247000	
332	5628000	5484000	6084000	5484000	5724000	5364000	
333	5625000	5481000	6081000	5481000	5721000	5361000	
334	5670000	5478000	6078000	5598000	5718000	5478000	
335	5667000	5475000	6075000	5595000	5715000	5475000	
336	5664000	5472000	6072000	5592000	5712000	5472000	
337	5709000	5589000	6069000	5709000	5709000	5469000	
338	5754000	5586000	6186000	5706000	5706000	5586000	
339	5799000	5703000	6183000	5703000	5823000	5583000	
340	5820000	5700000	6300000	5700000	5820000	5580000	
341	5841000	5817000	6297000	5697000	5817000	5577000	
342	5862000	5814000	6294000	5694000	5814000	5694000	
343	5859000	5811000	6291000	5691000	5811000	5691000	
344	5856000	5808000	6288000	5688000	5808000	5688000	
345	5853000	5805000	6285000	5685000	5805000	5685000	
346	5874000	5922000	6282000	5682000	5802000	5682000	
347	5871000	5919000	6279000	5679000	5799000	5679000	
348	5868000	5916000	6276000	5676000	5796000	5676000	
349	5913000	5913000	6393000	5673000	5793000	5793000	
350	5910000	5910000	6390000	5670000	5790000	5790000	
351	5907000	5907000	6387000	5667000	5787000	5787000	
352	5928000	6024000	6384000	5664000	5784000	5784000	
353	5949000	6141000	6381000	5661000	5781000	5781000	
354	5946000	6138000	6378000	5658000	5778000	5778000	
355	5943000	6135000	6375000	5655000	5775000	5775000	
356	5940000	6132000	6372000	5652000	5772000	5772000	
357	5937000	6129000	6369000	5649000	5769000	5769000	
358	5958000	6126000	6486000	5646000	5766000	5766000	
359	5955000	6123000	6483000	5643000	5763000	5763000	
360	5952000	6120000	6480000	5640000	5760000	5760000	
361	5949000	6117000	6477000	5637000	5757000	5757000	
362	5970000	6114000	6474000	5634000	5874000	5754000	
363	5967000	6111000	6471000	5631000	5871000	5751000	
364	5964000	6108000	6468000	5628000	5868000	5748000	
365	5961000	6105000	6465000	5625000	5865000	5745000	
366	5982000	6102000	6462000	5622000	5982000	5742000	
367	5979000	6099000	6459000	5619000	5979000	5739000	
368	5976000	6096000	6456000	5616000	5976000	5736000	
369	6021000	6213000	6453000	5733000	5973000	5733000	
370	6090000	6330000	6450000	5850000	5970000	5850000	
371	6087000	6327000	6447000	5847000	5967000	5847000	
372	6084000	6324000	6444000	5844000	5964000	5844000	
373	6105000	6321000	6441000	5961000	5961000	5841000	
374	6102000	6318000	6438000	5958000	5958000	5838000	
375	6123000	6315000	6435000	6075000	5955000	5835000	
376	6168000	6312000	6552000	6072000	6072000	5832000	
377	6165000	6309000	6549000	6069000	6069000	5829000	
378	6162000	6306000	6546000	6066000	6066000	5826000	
379	6183000	6303000	6543000	6063000	6183000	5823000	
380	6180000	6300000	6540000	6060000	6180000	5820000	
381	6201000	6297000	6537000	6177000	6177000	5817000	
382	6198000	6294000	6534000	6174000	6174000	5814000	
383	6243000	6291000	6531000	6291000	6171000	5931000	
384	6264000	6288000	6528000	6408000	6168000	5928000	
385	6261000	6285000	6525000	6405000	6165000	5925000	
386	6258000	6282000	6522000	6402000	6162000	5922000	
387	6255000	6279000	6519000	6399000	6159000	5919000	
388	6252000	6276000	6516000	6396000	6156000	5916000	
389	6249000	6273000	6513000	6393000	6153000	5913000	
390	6246000	6270000	6510000	6390000	6150000	5910000	
391	6243000	6267000	6507000	6387000	6147000	5907000	
392	6288000	6264000	6624000	6384000	6264000	5904000	
393	6309000	6261000	6621000	6381000	6381000	5901000	
394	6306000	6258000	6618000	6378000	6378000	5898000	
395	6303000	6255000	6615000	6375000	6375000	5895000	
396	6324000	6252000	6612000	6372000	6492000	5892000	
397	6345000	6249000	6609000	6489000	6489000	5889000	
398	6390000	6366000	6606000	6606000	6486000	5886000	
399	6411000	6363000	6603000	6603000	6483000	6003000	
400	6432000	6360000	6720000	6600000	6480000	6e+06	
401	6429000	6357000	6717000	6597000	6477000	5997000	
402	6426000	6354000	6714000	6594000	6474000	5994000	
403	6447000	6351000	6711000	6591000	6471000	6111000	
404	6444000	6348000	6708000	6588000	6468000	6108000	
405	6441000	6345000	6705000	6585000	6465000	6105000	
406	6438000	6342000	6702000	6582000	6462000	6102000	
407	6435000	6339000	6699000	6579000	6459000	6099000	
408	6432000	6336000	6696000	6576000	6456000	6096000	
409	6429000	6333000	6693000	6573000	6453000	6093000	
410	6450000	6330000	6690000	6570000	6450000	6210000	
411	6447000	6327000	6687000	6567000	6447000	6207000	
412	6444000	6324000	6684000	6564000	6444000	6204000	
413	6465000	6321000	6681000	6681000	6441000	6201000	
414	6486000	6318000	6798000	6678000	6438000	6198000	
415	6555000	6315000	6795000	6795000	6555000	6315000	
416	6552000	6312000	6792000	6792000	6552000	6312000	
417	6549000	6309000	6789000	6789000	6549000	6309000	
418	6570000	6306000	6786000	6906000	6546000	6306000	
419	6567000	6303000	6783000	6903000	6543000	6303000	
420	6588000	6300000	6780000	6900000	6660000	6300000	
421	6585000	6297000	6777000	6897000	6657000	6297000	
422	6630000	6294000	6774000	6894000	6774000	6414000	
423	6627000	6291000	6771000	6891000	6771000	6411000	
424	6624000	6288000	6768000	6888000	6768000	6408000	
425	6621000	6285000	6765000	6885000	6765000	6405000	
426	6618000	6282000	6762000	6882000	6762000	6402000	
427	6639000	6279000	6759000	6999000	6759000	6399000	
428	6636000	6276000	6756000	6996000	6756000	6396000	
429	6633000	6273000	6753000	6993000	6753000	6393000	
430	6630000	6270000	6750000	6990000	6750000	6390000	
431	6627000	6267000	6747000	6987000	6747000	6387000	
432	6648000	6264000	6744000	7104000	6744000	6384000	
433	6669000	6261000	6741000	7101000	6741000	6501000	
434	6666000	6258000	6738000	7098000	6738000	6498000	
435	6687000	6255000	6735000	7095000	6735000	6615000	
436	6684000	6252000	6732000	7092000	6732000	6612000	
437	6681000	6249000	6729000	7089000	6729000	6609000	
438	6702000	6246000	6726000	7086000	6846000	6606000	
439	6747000	6243000	6723000	7083000	6963000	6723000	
440	6744000	6240000	6720000	7080000	6960000	6720000	
441	6765000	6237000	6717000	7077000	7077000	6717000	
442	6762000	6234000	6714000	7074000	7074000	6714000	
443	6759000	6231000	6711000	7071000	7071000	6711000	
444	6756000	6228000	6708000	7068000	7068000	6708000	
445	6777000	6225000	6705000	7065000	7185000	6705000	
446	6774000	6222000	6702000	7062000	7182000	6702000	
447	6771000	6219000	6699000	7059000	7179000	6699000	
448	6792000	6336000	6696000	7056000	7176000	6696000	
449	6837000	6333000	6693000	7053000	7293000	6813000	
450	6882000	6450000	6690000	7050000	7290000	6930000	
451	6879000	6447000	6687000	7047000	7287000	6927000	
452	6876000	6444000	6684000	7044000	7284000	6924000	
453	6921000	6561000	6681000	7041000	7281000	7041000	
454	6990000	6678000	6678000	7158000	7398000	7038000	
455	7011000	6675000	6795000	7155000	7395000	7035000	
456	7008000	6672000	6792000	7152000	7392000	7032000	
457	7077000	6669000	6789000	7269000	7509000	7149000	
458	7122000	6786000	6906000	7266000	7506000	7146000	
459	7143000	6783000	6903000	7263000	7503000	7263000	
460	7164000	6780000	6900000	7380000	7500000	7260000	
461	7185000	6777000	6897000	7497000	7497000	7257000	
462	7230000	6894000	6894000	7494000	7614000	7254000	
463	7275000	6891000	6891000	7611000	7731000	7251000	
464	7272000	6888000	6888000	7608000	7728000	7248000	
465	7293000	6885000	6885000	7605000	7845000	7245000	
466	7338000	6882000	6882000	7602000	7962000	7362000	
467	7335000	6879000	6879000	7599000	7959000	7359000	
468	7380000	6996000	6876000	7716000	7956000	7356000	
469	7401000	6993000	6873000	7833000	7953000	7353000	
470	7422000	6990000	6870000	7830000	7950000	7470000	
471	7419000	6987000	6867000	7827000	7947000	7467000	
472	7464000	7104000	6984000	7824000	7944000	7464000	
473	7461000	7101000	6981000	7821000	7941000	7461000	
474	7530000	7218000	7098000	7938000	7938000	7458000	
475	7551000	7215000	7215000	7935000	7935000	7455000	
476	7572000	7332000	7212000	7932000	7932000	7452000	
477	7617000	7449000	7209000	8049000	7929000	7449000	
478	7638000	7446000	7206000	8046000	8046000	7446000	
479	7635000	7443000	7203000	8043000	8043000	7443000	
480	7632000	7440000	7200000	8040000	8040000	7440000	
481	7629000	7437000	7197000	8037000	8037000	7437000	
482	7650000	7434000	7194000	8034000	8034000	7554000	
483	7647000	7431000	7191000	8031000	8031000	7551000	
484	7644000	7428000	7188000	8028000	8028000	7548000	
485	7641000	7425000	7185000	8025000	8025000	7545000	
486	7638000	7422000	7182000	8022000	8022000	7542000	
487	7659000	7419000	7179000	8019000	8019000	7659000	
488	7680000	7416000	7296000	8016000	8016000	7656000	
489	7701000	7413000	7293000	8013000	8013000	7773000	
490	7698000	7410000	7290000	8010000	8010000	7770000	
491	7695000	7407000	7287000	8007000	8007000	7767000	
492	7740000	7524000	7404000	8004000	8004000	7764000	
493	7737000	7521000	7401000	8001000	8001000	7761000	
494	7758000	7638000	7398000	7998000	7998000	7758000	
495	7755000	7635000	7395000	7995000	7995000	7755000	
496	7752000	7632000	7392000	7992000	7992000	7752000	
497	7773000	7629000	7389000	7989000	7989000	7869000	
498	7770000	7626000	7386000	7986000	7986000	7866000	
499	7815000	7623000	7503000	7983000	7983000	7983000	
500	7860000	7620000	7620000	8100000	7980000	7980000	
501	7881000	7617000	7617000	8097000	8097000	7977000	
502	7878000	7614000	7614000	8094000	8094000	7974000	
503	7899000	7611000	7611000	8211000	8091000	7971000	
504	7920000	7728000	7608000	8208000	8088000	7968000	
505	7917000	7725000	7605000	8205000	8085000	7965000	
506	7914000	7722000	7602000	8202000	8082000	7962000	
507	7935000	7719000	7599000	8199000	8079000	8079000	
508	8004000	7716000	7716000	8316000	8196000	8076000	
509	8025000	7713000	7713000	8433000	8193000	8073000	
510	8070000	7710000	7710000	8550000	8190000	8190000	
511	8115000	7707000	7707000	8667000	8187000	8307000	
512	8136000	7704000	7704000	8784000	8184000	8304000	
513	8181000	7701000	7701000	8781000	8301000	8421000	
514	8226000	7818000	7698000	8778000	8418000	8418000	
515	8247000	7815000	7695000	8775000	8415000	8535000	
516	8268000	7812000	7812000	8772000	8412000	8532000	
517	8289000	7809000	7809000	8889000	8409000	8529000	
518	8310000	7926000	7806000	8886000	8406000	8526000	
519	8307000	7923000	7803000	8883000	8403000	8523000	
520	8304000	7920000	7800000	8880000	8400000	8520000	
521	8301000	7917000	7797000	8877000	8397000	8517000	
522	8298000	7914000	7794000	8874000	8394000	8514000	
523	8295000	7911000	7791000	8871000	8391000	8511000	
524	8364000	8028000	7788000	8988000	8508000	8508000	
525	8361000	8025000	7785000	8985000	8505000	8505000	
526	8382000	8022000	7782000	8982000	8622000	8502000	
527	8379000	8019000	7779000	8979000	8619000	8499000	
528	8376000	8016000	7776000	8976000	8616000	8496000	
529	8397000	8013000	7773000	9093000	8613000	8493000	
