Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.0556696640766199	0.00501946038342659	0.00180168839445174
vm_status01	0.0534033103253746	0.00347516322295841	0.00139650519657286
ctrx_quarter	0.0369944267426266	0.00422794107957549	0.00154205644241285
ctrx_quarter_normalizado_lag1	0.0355436243375789	0.00211688371258939	0.00149485063295123
ctarjeta_visa_transacciones	0.0220392616625204	0.00486277533160039	0.0013217626649253
Visa_delinquency	0.0204805813021442	0.00398441310622602	0.00258451806802357
cdescubierto_preacordado	0.0199138570977612	0.00435005762940897	0.00332014193213378
ctrx_quarter_lag2	0.0164284105479319	0.00282051940424587	0.00434686828792397
vm_status04_delta2	0.0153065564801145	0.000924412615083919	0.000298970126590246
cdescubierto_preacordado_tend12	0.0149760327147597	0.00585746560602273	0.00114474087944423
ctrx_quarter_normalizado_lag2	0.0140397905755964	0.00285636158298974	0.00421311849444938
ctrx_quarter_delta2	0.0122164018238286	0.0053326791705341	0.00535392555643848
vm_status05_delta2	0.012099082250342	0.00156010473176544	0.00040911701533402
Visa_Finiciomora_tend12	0.0120624454886904	0.0069660624256914	0.00219900395742036
ctarjeta_debito_transacciones	0.0108886953909889	0.00356646503763894	0.000751359133930749
active_quarter	0.00969451018038201	0.00159901503797644	0.00167974005334256
cpayroll_trx_lag2	0.00906841928524826	0.00374804154610033	0.000645146062642109
vmr_mpagospesos	0.00905611542083099	0.0030040103377682	0.0025648489807479
cdescubierto_preacordado_lag1	0.00804995978608122	0.00356937572230063	0.00260025333784411
ccomisiones_mantenimiento_tend12	0.00687214372205309	0.00688168109002263	0.00266319441712627
thomebanking_lag2	0.00580456649859557	0.00386987009896142	0.0134103837045546
ctransferencias_recibidas_tend12	0.00559767439623945	0.00663316807600514	0.011408070619891
ctrx_quarter_normalizado_delta3	0.00553303534114847	0.00322910104770353	0.00655767369770973
Visa_cconsumos_tend12	0.00548570481621323	0.004947174711511	0.0102082562960748
cprestamos_personales_tend12	0.0053153511005695	0.0040673314574198	0.00128242449037395
thomebanking	0.00529083045656939	0.00317261769899169	0.0107275202001526
ctrx_quarter_normalizado_delta1	0.00513409714211563	0.00358686023720011	0.00191970291810579
cpayroll_trx_tend12	0.0050875816301514	0.0059592660749638	0.00201804835448416
